Title,Price,Property Type,Bedrooms,Bathrooms,Area,Location
Floor in East Riyadh，Al Rimal 4 bedrooms 1850000 SAR - 87623513,"1,850,000",Floor,4,4,292 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
حى الرمال,"1,450,000",Floor,3,4,167 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
حى الرمال,"1,850,000",Floor,4,5,292 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Floor in West Riyadh，Tuwaiq 5 bedrooms 1400000 SAR - 87623534,"1,400,000",Floor,5,3,374 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Townhouse Villa - Riyadh - Tuwaiq,"1,150,000",Villa,11,6,272 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Villa Townhouse - Riyadh - Tuwaiq,"1,150,000",Villa,8,6,272 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"Apartment for sale in  Tuwaiq, West Riyadh","765,000",Apartment,4,4,"1,000 Sq. M.","Tuwaiq, West Riyadh, Riyadh"
"Villa for sale in King Faisal District, East Riyadh","2,500,000",Villa,8,7,750 Sq. M.,"King Faisal, East Riyadh, Riyadh"
"Villa with 8 bedrooms for sale in Nargis, Riyadh","6,500,000",Villa,8,6,402 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Floor for sale in Al Khaleej, East Riyadh","1,450,000",Floor,5,4,235 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
"For sale, a ground floor in Al-Qadisiyah district, east of Riyadh, excellent location near services, land area 360 sqm.","1,150,000",Floor,4,4,222 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floors for Sale in Al Nahdah, East Riyadh","1,350,000",Floor,5,4,394 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
"Apartment For Sale in Tuwaiq, West Riyadh","5,300,000",Apartment,5,3,184 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"Villa for Sale in Al Rimal, East Riyadh","2,000,000",Villa,6,6,264 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"4 Bedroom Villa For Sale in Al Rayan, Riyadh","2,800,000",Villa,4,6,210 Sq. M.,"Al Rayyan, East Riyadh, Riyadh"
Floor in North Riyadh，Al Taawun 3 bedrooms 1600000 SAR - 87621067,"1,600,000",Floor,3,3,85 Sq. M.,"Al Taawun, North Riyadh, Riyadh"
"For Sale Apartment in Okaz, South Riyadh","469,000",Apartment,3,3,127 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in East Riyadh，Al Rawdah 2 bedrooms 819000 SAR - 87624778,"819,000",Apartment,2,2,101 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Rawdah 2 bedrooms 939000 SAR - 87624777,"939,000",Apartment,2,2,101 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Murjan 4 bedrooms 710000 SAR - 87621607,"710,000",Floor,4,5,157 Sq. M.,"Al Murjan, East Riyadh, Riyadh"
"Apartment for Sale in Al Arid, North Riyadh","1,325,000",Apartment,4,4,145 Sq. M.,"Al Arid, North Riyadh, Riyadh"
Luxury Apartment for Sale in Laban District – Riyadh,"590,000",Apartment,3,3,131 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
Tour in Toaiq District,"1,150,000",Floor,3,3,198 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"9-bedroom villa for sale in Al Janaderiyah, Riyadh","1,460,000",Villa,9,3,300 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Apartment - Riyadh - AlHazm,"560,000",Apartment,4,3,144 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
Dawar - Riyadh - Al Nahda,"1,100,000",Floor,6,3,195 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
Apartment - Riyadh - Al Hazm neighborhood,"560,000",Apartment,4,3,154 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
"3 Bedrooms Apartment For Sale in Al Owali, Riyadh","605,000",Apartment,3,3,"1,800 Sq. M.","Alawali, West Riyadh, Riyadh"
For sale upper floor with a majlis and 4 bedrooms in Al-Qadisiyah neighborhood,"950,000",Floor,4,3,199 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Villa in East Riyadh，Al Munsiyah 5 bedrooms 4200000 SAR - 87619122,"4,200,000",Villa,5,5,371 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Munsiyah 4 bedrooms 1350000 SAR - 87620686,"1,350,000",Floor,4,4,165 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Villa for sale in Al Bayan Neighborhood, East Riyadh","3,000,000",Villa,5,4,420 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Villas for Sale in King Faisal, East Riyadh","2,600,000",Villa,4,8,750 Sq. M.,"King Faisal, East Riyadh, Riyadh"
"For Sale Distinctive Apartment in Al Rimal, East Riyadh","670,000",Apartment,2,2,93 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa in East Saada neighborhood,"2,400,000",Villa,11,7,375 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
"Apartment for Sale in Al Qadisiyah, East Riyadh","905,000",Apartment,4,3,158 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Rimal 3 bedrooms 880000 SAR - 87619939,"880,000",Floor,3,4,190 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Building for sale in Al-Muhdiyah neighborhood, Riyadh city","6,000,000",Building,N/A,N/A,500 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al-Muhaidib, Riyadh City","2,350,000",Villa,6,6,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"3 bedroom apartment for sale in Ar Rimal, Riyadh","1,250,000",Floor,3,3,168 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
House for sale,"720,000",Floor,4,4,186 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Luxury apartment for sale in Al Yasmin neighborhood,"1,550,000",Apartment,5,3,135 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
Luxurious apartment in Damac,"3,000,000",Apartment,3,3,118 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 5 bedrooms 1400000 SAR - 87624917,"1,400,000",Floor,5,7,292 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"5 bedroom villa for sale in Al-Arid, Riyadh","1,900,000",Villa,5,5,214 Sq. M.,"Al Arid, North Riyadh, Riyadh"
Villa for sale in Al Aridha neighborhood,"1,300,000",Villa,7,5,200 Sq. M.,"Al Uraija Al Wusta, West Riyadh, Riyadh"
Apartment for sale in Al Hazm district,"640,000",Apartment,4,4,139 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
Elephant at Tayma Park,"1,200,000",Villa,6,4,200 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Villa with ground floor and two apartments in Al Ramal Asaidan neighborhood,"3,000,000",Villa,8,6,450 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Luxury villa for sale in Al-Malqa,"9,000,000",Villa,5,8,502 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
"Riyadh, Al Yasmin neighborhood","1,700,000",Apartment,3,3,151 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, East Riyadh","1,550,000",Floor,3,3,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Villa 625 square meters corner,"6,500,000",Villa,8,8,625 Sq. M.,"Al Nafal, North Riyadh, Riyadh"
Villa in East Riyadh，Al Rimal 5 bedrooms 1850000 SAR - 87622828,"1,850,000",Villa,5,4,292 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa in West Riyadh，Shubra 8 bedrooms 1200000 SAR - 87621715,"1,200,000",Villa,8,5,233 Sq. M.,"Shubra, West Riyadh, Riyadh"
"Villa with three apartments for sale in Al-Bayan neighborhood, Riyadh","2,700,000",Villa,10,5,444 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"4 bedroom villa for sale in Al Munsiyah, Riyadh","4,000,000",Villa,4,7,312 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Villa for sale in Tuwaiq, West Riyadh","1,750,000",Villa,5,5,375 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 4 bedrooms 2500000 SAR - 87619538,"2,500,000",Villa,4,6,446 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 6 bedrooms 2500000 SAR - 87619536,"2,500,000",Villa,6,8,446 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 2500000 SAR - 87619535,"2,500,000",Villa,5,6,446 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"فيلا للبيع في شارع المليداء, حي ظهرة لبن, مدينة الرياض","5,000,000",Villa,9,6,900 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
"Villa with special specifications and location for sale in Nargis, Riyadh","4,000,000",Villa,8,7,360 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Villa for sale in Munfoha Al Jadidah,"550,000",Villa,7,3,135 Sq. M.,"Manfouhah Al Jadidah, Central Riyadh, Riyadh"
Floor in East Riyadh，Al Khaleej 3 bedrooms 1250000 SAR - 87622193,"1,250,000",Floor,3,4,196 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
"For Sale Villa in Al Rimal, East Riyadh","2,200,000",Villa,5,4,384 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Palace for Sale in Ishbiliyah, East Riyadh","5,000,000",Villa,8,9,840 Sq. M.,"Ishbiliyah, East Riyadh, Riyadh"
"Villa and Two Apartments for Sale in Al Rimal, East Riyadh","2,100,000",Villa,4,3,276 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Luxury apartment for sale in Al Saadah district,"700,000",Apartment,2,2,104 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
Villa for sale in Badr neighborhood,"2,800,000",Villa,6,7,780 Sq. M.,"Badr, South Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 4 bedrooms 900000 SAR - 87616335,"900,000",Floor,4,3,155 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Villa for sale in Akaz neighborhood,"1,600,000",Villa,7,5,395 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Villa for sale in Al Rimal, East Riyadh","2,850,000",Villa,4,8,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa in East Riyadh，Qurtubah 7 bedrooms 3700000 SAR - 87623191,"3,700,000",Villa,7,8,357 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
"Villa for sale in Al Nahdah, East Riyadh","2,400,000",Villa,7,6,460 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 4 bedrooms 980000 SAR - 87622179,"980,000",Floor,4,4,233 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"4 Bedrooms Apartment For Sale in Al Narjes, Riyadh","965,000",Apartment,4,4,"2,640 Sq. M.","Al Narjis, North Riyadh, Riyadh"
Villa in East Riyadh，Al Yarmuk 6 bedrooms 2400000 SAR - 87621602,"2,400,000",Villa,6,6,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Munsiyah 4 bedrooms 950000 SAR - 87621094,"950,000",Apartment,4,3,126 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Munsiyah 4 bedrooms 1180000 SAR - 87621095,"1,180,000",Apartment,4,3,180 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Villa in East Riyadh，Al Bayan Neighborhood 6 bedrooms 2600000 SAR - 87621295,"2,600,000",Villa,6,7,413 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Apartment - Riyadh - Badr neighborhood,"449,000",Apartment,4,2,113 Sq. M.,"Badr, South Riyadh, Riyadh"
"Upper floor, Riyadh, Al-Hazm neighborhood","650,000",Floor,5,4,325 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
"3 Bedroom Apartment For Sale in Al Awali, Riyadh","650,000",Apartment,3,4,116 Sq. M.,"Alawali, West Riyadh, Riyadh"
Townhouse apartment - Riyadh - Badr District,"780,000",Apartment,8,4,242 Sq. M.,"Badr, South Riyadh, Riyadh"
Villa - Riyadh - East (Al Marjan),"1,800,000",Villa,15,12,540 Sq. M.,"Al Murjan, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Janaderiya district,"850,000",Apartment,5,4,205 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Villa in West Riyadh，Alawali 6 bedrooms 1500000 SAR - 87619642,"1,500,000",Villa,6,7,200 Sq. M.,"Alawali, West Riyadh, Riyadh"
"4 bedroom apartment for sale in Al Olaya, Riyadh","2,800,000",Apartment,4,3,136 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
"Floor for Sale in Al Janadriyah, East Riyadh","1,150,000",Floor,5,4,206 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
أرض للبيع في الزاهر ، الرياض,"1,170,000",Land,N/A,N/A,900 Sq. M.,"Az Zahir, Riyadh"
أرض للبيع - حي الفوطة,"4,140,000",Land,N/A,N/A,552 Sq. M.,"Al Futah, Central Riyadh, Riyadh"
Villa for sale in Al Olaya neighborhood,"2,300,000",Villa,4,3,149 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
"Villa for sale on Sayed Abdullah Shata Street, Mahdiyah neighborhood, Riyadh city","3,800,000",Villa,7,4,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in King Fahad, Riyadh","6,500,000",Villa,11,7,750 Sq. M.,"King Fahd, North Riyadh, Riyadh"
"Floor for sale in  Al Janadriyah, East Riyadh","900,000",Floor,4,3,155 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Apartment for sale in Al Janadriyah, east Riyadh","1,050,000",Apartment,4,4,288 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Janadriyah, east of Riyadh","1,150,000",Floor,2,2,206 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"For Sale Residential Land in Al Hazm, West Ryadh","3,375,000",Residential Land,N/A,N/A,625 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
Apartment in East Riyadh，Al Janadriyah 4 bedrooms 690000 SAR - 87621083,"690,000",Apartment,4,5,159 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Residential land for sale in Al Aziziyah, south of Riyadh","10,500,000",Residential Land,N/A,N/A,"3,000 Sq. M.","Al Aziziyah, South Riyadh, Riyadh"
Apartment in East Riyadh，Al Nahdah 4 bedrooms 900000 SAR - 87621064,"900,000",Apartment,4,3,120 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
"Distinct building for sale in Al Munsiyah neighborhood, north of Riyadh","9,000,000",Building,N/A,N/A,600 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Luxury apartments for sale in  Al Rimal, East Riyadh","795,000",Apartment,4,3,158 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Villa for sale in Al Suwaidi, West Riyadh","2,200,000",Villa,10,5,450 Sq. M.,"Al Suwaidi, West Riyadh, Riyadh"
"Villa for Sale in Al Khaleej, East Riyadh","2,200,000",Villa,5,6,455 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
"Ground Floor for Sale In Sama Okaz, south Riyadh","680,000",Floor,6,4,185 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Villa for sale in  Al Quds, East Riyadh","6,000,000",Villa,8,5,900 Sq. M.,"Al Quds, East Riyadh, Riyadh"
"Floor For Sale in Okaz, South Riyadh","780,000",Floor,6,5,259 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in West Riyadh，Al Mahdiyah 3 bedrooms 800000 SAR - 87619548,"800,000",Apartment,3,3,120 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Apartment in West Riyadh，Al Mahdiyah 3 bedrooms 990000 SAR - 87619546,"990,000",Apartment,3,3,478 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Apartment in West Riyadh，Al Mahdiyah 3 bedrooms 850000 SAR - 87619545,"850,000",Apartment,3,3,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Apartment in West Riyadh，Al Mahdiyah 3 bedrooms 950000 SAR - 87619543,"950,000",Apartment,3,3,120 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Apartment in West Riyadh，Al Mahdiyah 4 bedrooms 950000 SAR - 87619541,"950,000",Apartment,4,3,120 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Land for sale in Al Majd, on Rmah Road, Riyadh",650,Residential Land,N/A,N/A,"1,627 Sq. M.","Al Majd, Riyadh"
"Fully Furnished Apartment for Sale in Al-Arid, Riyadh – 137 sqm","1,000,000",Apartment,3,3,137 Sq. M.,"Al Arid, North Riyadh, Riyadh"
Housing opportunity: directly from the owner,"3,718,750",Land,N/A,N/A,437 Sq. M.,"Irqah, West Riyadh, Riyadh"
"9 bedroom villa (900 sqm) for sale in Nuzha, Riyadh","9,500,000",Villa,9,9,900 Sq. M.,"Al Nuzhah, North Riyadh, Riyadh"
Sultan Apartments is located near the highway 🔥🔥,"885,000",Apartment,3,3,134 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
Luxury apartments for sale in Tuwaiq neighborhood,"650,000",Apartment,5,3,166 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"For sale duplex villa in Al Yarmuk, East Riyadh","2,350,000",Villa,5,6,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"New Furnished Palace for Sale in Al Aqiq, North Riyadh","32,800,000",Villa,11,6,"1,500 Sq. M.","Al Aqiq, North Riyadh, Riyadh"
Floor in East Riyadh，Al Yarmuk 4 bedrooms 1500000 SAR - 87621875,"1,500,000",Floor,4,5,213 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Villa in East Riyadh，Al Qadisiyah 5 bedrooms 2150000 SAR - 87621934,"2,150,000",Villa,5,8,275 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Munsiyah 3 bedrooms 1500000 SAR - 87620704,"1,500,000",Floor,3,3,621 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Munsiyah 2 bedrooms 1050000 SAR - 87619007,"1,050,000",Apartment,2,3,93 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Yarmuk 4 bedrooms 1200000 SAR - 87620535,"1,200,000",Floor,4,4,196 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"4 bedroom villa for sale in Al-Aridh, Riyadh","4,200,000",Villa,4,3,300 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"5 bedroom villa for sale in Sudairah, Riyadh","4,350,000",Villa,5,5,400 Sq. M.,"Sidra, Riyadh"
Villa in East Riyadh，Al Munsiyah 6 bedrooms 3650000 SAR - 87623479,"3,650,000",Villa,6,6,324 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Independent Floor for Sale in Al Nahdah, East Riyadh","1,350,000",Floor,6,4,442 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
Villa in East Riyadh，Qurtubah 5 bedrooms 3200000 SAR - 87612186,"3,200,000",Villa,5,7,383 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
Flats for sale in Al-Nadwah,"900,000",Floor,3,3,169 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
"Villa for sale in Al RImal, East Riyadh","1,700,000",Villa,5,6,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Villa for sale in Al Bayan, east Riyadh","2,300,000",Villa,5,6,420 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Apartment for sale in Al Saadah neighborhood,"850,000",Apartment,4,3,176 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
House for sale in Al Nada neighborhood,"1,050,000",Floor,3,3,270 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
فيلا مع شقتين للبيع حي الرمال ،الرياض,"2,300,000",Villa,9,7,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Villa for sale in Al Janadriyah, East Riyadh","1,550,000",Villa,6,5,600 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Villa in East Riyadh，Al Yarmuk 5 bedrooms 2400000 SAR - 87621958,"2,400,000",Villa,5,8,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Villa for Sale in Riyadh – Arqa District, 500 sqm, Prime Location","7,500,000",Villa,6,7,500 Sq. M.,"Irqah, West Riyadh, Riyadh"
Floor in East Riyadh，Al Murjan 3 bedrooms 800000 SAR - 87624148,"800,000",Floor,3,3,493 Sq. M.,"Al Murjan, East Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","850,000",Apartment,4,3,137 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"2 Bedrooms Apartment For Sale in Al King Faisal, Riyadh","1,300,000",Apartment,2,2,141 Sq. M.,"King Faisal, East Riyadh, Riyadh"
Project Rasan 9 | King Fahd District,"3,829,000",Villa,4,8,480 Sq. M.,"King Fahd, North Riyadh, Riyadh"
Project Origin 1 | Summer neighborhood,"2,239,000",Floor,4,5,138 Sq. M.,"Al Masif, North Riyadh, Riyadh"
"3 bedroom apartment for sale in Al Aziziyah, Riyadh","1,299,000",Apartment,3,3,62 Sq. M.,"Al Izdihar, East Riyadh, Riyadh"
"3 bedroom villa with roof for sale in Al Wadi, Riyadh","1,399,000",Apartment,3,3,73 Sq. M.,"Al Wadi, North Riyadh, Riyadh"
"Furnished apartment for sale in Al Aziziyah, Riyadh","1,599,000",Apartment,2,2,92 Sq. M.,"Al Izdihar, East Riyadh, Riyadh"
Villa in East Riyadh，Al Munsiyah 5 bedrooms 3650000 SAR - 87619125,"3,650,000",Villa,5,6,324 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Apartment in West Riyadh，Laban 2 bedrooms 750000 SAR - 87614548,"750,000",Apartment,2,2,133 Sq. M.,"Laban, West Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 2500000 SAR - 87621764,"2,500,000",Villa,5,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Ground Floor for Sale in Qurtubah, East Riyadh","1,700,000",Floor,4,4,195 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Rimal 2 bedrooms 700000 SAR - 87619958,"700,000",Apartment,2,3,128 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for sale in Qurtubah, East Riyadh","1,650,000",Floor,4,4,195 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
Apartment in West Riyadh，Al Mahdiyah 4 bedrooms 880000 SAR - 87622370,"880,000",Apartment,4,3,140 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"6 Bedroom Villa For Sale in Al-Mahdiyah, Riyadh","2,300,000",Villa,6,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Floor in South Riyadh，Okaz 4 bedrooms 739000 SAR - 87619623,"739,000",Floor,4,4,180 Sq. M.,"Okaz, South Riyadh, Riyadh"
"6 Bedrooms Villa For Sale in Al Nakhil, Riyadh","20,000,000",Villa,6,6,"1,050 Sq. M.","Al Nakhil, North Riyadh, Riyadh"
"Apartment for sale in Tuwaiq, west Riyadh","510,000",Apartment,4,3,132 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"Apartment For Sale in Al Qirawan, North Riyadh","1,450,000",Apartment,3,3,765 Sq. M.,"Al Qirawan, North Riyadh, Riyadh"
Independent duplex villa for sale in Al-Qadisiyah neighborhood,"1,000,000",Floor,3,2,159 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floor for sale in  Al Bayan Neighborhood, East Riyadh","850,000",Floor,5,2,169 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Apartment for sale in  Shubra, West Riyadh","550,000",Apartment,2,2,190 Sq. M.,"Shubra, West Riyadh, Riyadh"
"Palace for sale, 1200 sqm, in Al Narjes neighborhood","16,000,000",Villa,11,11,"1,200 Sq. M.","Al Narjis, North Riyadh, Riyadh"
"Building for sale in Al Narjis, North of Riyadh","12,500,000",Residential Building,4,3,900 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"For Sale Floor in Al Izdihar, East Riyadh","1,899,000",Floor,3,3,126 Sq. M.,"Al Izdihar, East Riyadh, Riyadh"
Villa for sale in Al Aqiq Al Yen neighborhood (100),"1,599,000",Floor,3,3,687 Sq. M.,"Al Aqiq, North Riyadh, Riyadh"
"Apartment for Sale in Al Izdihar, East Riyadh","1,399,000",Apartment,3,3,116 Sq. M.,"Al Izdihar, East Riyadh, Riyadh"
Apartment with a rooftop for sale in King Faisal neighborhood,"999,000",Apartment,2,2,79 Sq. M.,"King Faisal, East Riyadh, Riyadh"
"Villa for sale in Hay Al-Narges, villa area 300 sqm","3,750,000",Villa,10,10,600 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Villa for sale in Hay Al Narges, villa area 300m","3,750,000",Villa,11,11,600 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Villa for sale in Al-Mahdiyah neighborhood, west of Riyadh","2,400,000",Villa,6,6,453 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 4 bedrooms 900000 SAR - 87616332,"900,000",Floor,4,3,155 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"🏡  Luxury Apartment for Sale in Riyadh – Al-Yasmeen, King Salman Road  🏡","1,450,000",Apartment,3,3,124 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
Villa in East Riyadh，Al Yarmuk 6 bedrooms 2400000 SAR - 87621747,"2,400,000",Villa,6,7,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Floor in East Riyadh，Qurtubah 3 bedrooms 1850000 SAR - 87621632,"1,850,000",Floor,3,3,186 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
Floor in East Riyadh，Qurtubah 3 bedrooms 1650000 SAR - 87621630,"1,650,000",Floor,3,3,172 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Murjan 2 bedrooms 500000 SAR - 87621616,"500,000",Apartment,2,3,105 Sq. M.,"Al Murjan, East Riyadh, Riyadh"
